month,day,dep_time,dep_delay,arr_time,arr_delay,carrier,flight,origin,dest
8,14,1729,-6,2129,41,B6,263,JFK,SEA
4,22,804,-10,1032,7,EV,4625,EWR,CHS
9,23,1800,50,1911,36,MQ,3365,JFK,DCA
7,1,2049,-1,2346,-6,UA,256,EWR,AUS
7,6,1857,-2,2114,-25,DL,2454,JFK,DEN
1,2,1533,13,1824,9,UA,289,EWR,MCO
8,29,1438,-3,1724,-31,DL,1779,LGA,FLL
9,7,1101,-4,1416,0,DL,2098,LGA,MIA
2,5,1217,-3,1403,13,MQ,3697,EWR,ORD
1,16,748,3,931,9,UA,816,EWR,ORD
9,30,951,-8,1148,4,AA,1030,LGA,STL
12,15,954,5,1305,28,B6,483,JFK,MCO
5,7,1542,-3,1752,-20,DL,1705,LGA,MSY
10,2,1822,-8,2111,-29,B6,305,EWR,FLL
6,4,1817,-1,2104,-16,B6,35,JFK,PBI
6,4,936,7,1237,-4,B6,679,JFK,LAX
10,10,1259,-1,1557,-13,VX,411,JFK,LAX
11,4,1851,21,2218,21,UA,389,JFK,SFO
12,5,1734,64,2123,72,US,629,JFK,PHX
7,17,656,-4,821,-14,WN,1696,EWR,STL
12,5,1548,373,1712,357,WN,876,LGA,MDW
2,14,1256,-3,1419,-17,UA,1233,EWR,ORD
11,30,1020,-5,1321,-19,AA,1131,LGA,DFW
6,30,803,-2,1106,6,UA,1633,EWR,MIA
5,2,1559,0,1732,-13,B6,6,JFK,BUF
7,30,1843,23,2042,-6,9E,3472,JFK,DTW
10,27,836,-4,1050,-15,UA,447,EWR,PHX
7,11,845,10,1125,5,B6,1783,JFK,MCO
9,23,1526,-1,1649,-12,UA,550,EWR,CLE
12,5,857,-3,1004,-12,US,2140,LGA,BOS
1,15,738,-7,1104,-21,AA,59,JFK,SFO
10,1,1811,-4,2101,-29,UA,1022,EWR,SNA
10,18,2031,9,2255,9,B6,135,JFK,PHX
12,1,726,-4,1038,-32,VX,11,JFK,SFO
7,23,906,6,1147,4,UA,309,EWR,LAS
1,13,1731,1,1951,-13,FL,623,LGA,ATL
7,11,810,-5,1014,19,EV,4872,LGA,RIC
9,20,2135,5,2352,-7,B6,97,JFK,DEN
5,7,1542,-3,1749,-13,DL,1942,EWR,ATL
1,13,1337,38,1500,24,UA,1137,EWR,ORD
1,9,1552,4,1816,-14,DL,95,JFK,ATL
3,12,654,32,940,13,UA,1072,LGA,IAH
4,15,923,8,1237,7,VX,161,EWR,LAX
7,2,1558,45,1745,26,EV,4667,EWR,MSP
7,10,851,-9,1240,-25,AA,1357,JFK,SJU
1,17,1454,-6,1601,-7,US,2132,LGA,BOS
7,31,1458,-1,1819,18,9E,3325,JFK,DFW
1,31,715,-5,928,0,DL,831,LGA,DTW
1,14,1628,0,1720,-15,EV,4588,EWR,MHT
5,29,953,-7,1110,-3,US,2122,LGA,BOS
11,20,753,-7,902,-5,US,2138,LGA,BOS
12,5,714,-6,1009,-21,UA,1456,LGA,IAH
4,26,1016,8,1231,43,EV,4711,EWR,STL
8,17,658,3,810,0,WN,1491,LGA,MDW
8,15,726,-4,1017,-8,AA,33,JFK,LAX
8,28,2217,-8,2318,-12,EV,5503,LGA,MHT
11,19,1433,-13,1725,-28,B6,325,JFK,TPA
4,20,1354,9,1642,25,B6,615,JFK,JAX
4,21,1347,7,1643,3,AA,753,LGA,DFW
5,14,1555,-4,1725,-20,B6,6,JFK,BUF
12,4,1027,-3,1421,11,US,679,JFK,PHX
1,3,1904,125,2327,NA,9E,3375,JFK,SAT
12,1,1457,-2,1640,5,9E,2913,JFK,DCA
1,31,703,18,933,13,UA,338,LGA,DEN
4,17,809,-5,1021,-4,EV,4625,EWR,CHS
4,29,1300,0,1407,-13,WN,2152,EWR,BNA
2,28,1558,-1,1706,-6,EV,4561,EWR,ORF
10,10,828,-2,1037,4,DL,2119,LGA,MSP
10,16,627,-3,832,-6,B6,675,JFK,MSY
10,23,1634,19,1759,12,B6,2302,JFK,BUF
3,20,2247,-3,2400,-5,B6,30,JFK,ROC
11,10,1825,-4,2035,2,US,1751,EWR,CLT
7,30,2055,-5,2350,-22,DL,2065,JFK,FLL
7,30,742,-3,938,-22,9E,3353,JFK,DTW
8,3,647,-3,853,-4,EV,4393,EWR,IND
6,17,1804,4,1934,4,WN,625,EWR,MDW
5,18,954,-5,1109,-1,EV,5711,JFK,IAD
6,29,1413,14,1630,34,US,688,EWR,PHX
8,2,1058,-2,1211,1,MQ,3230,JFK,DCA
3,30,846,-4,1129,-16,B6,59,JFK,TPA
11,21,1741,1,1856,-4,B6,1407,JFK,IAD
5,2,1448,-4,1656,-13,B6,119,JFK,MSY
12,17,1634,30,1849,21,9E,2917,JFK,DTW
10,30,823,-7,952,-27,EV,5195,LGA,RIC
8,23,1439,-1,1630,-15,DL,1819,LGA,MSP
2,22,757,2,1013,6,US,1733,LGA,CLT
6,22,2107,42,2328,7,B6,1295,JFK,AUS
10,12,1948,13,2140,-5,9E,3470,JFK,CVG
9,17,1338,26,1649,25,B6,1639,LGA,RSW
9,4,1453,-6,1729,-32,UA,446,EWR,AUS
9,11,759,-11,1012,-18,FL,346,LGA,ATL
4,4,601,1,848,-18,UA,1431,EWR,DFW
6,9,1821,86,2103,53,AA,773,LGA,DFW
7,17,1833,-2,2016,6,MQ,3674,LGA,CLE
12,27,1917,-13,2219,-16,AA,1691,EWR,DFW
2,15,1036,116,1337,121,B6,59,JFK,TPA
11,22,806,-9,1119,-4,B6,281,JFK,HOU
2,21,2112,32,25,29,B6,165,JFK,PDX
9,11,550,-10,645,-16,US,2134,LGA,BOS
6,14,1921,46,2108,21,DL,2019,LGA,MSP
8,30,1252,5,1530,-35,UA,1667,EWR,SFO
6,1,953,-6,1135,-26,US,1277,LGA,CLT
12,13,633,-2,759,-4,EV,5791,EWR,PIT
7,1,825,-4,1151,8,UA,397,JFK,SFO
12,18,1932,2,2139,9,MQ,3573,LGA,CMH
4,7,1157,-3,1503,-4,UA,703,JFK,LAX
4,4,1036,-5,1147,-18,EV,4322,EWR,MKE
10,31,859,-1,1154,-17,DL,422,JFK,LAX
11,20,2055,-5,2202,-4,US,2164,LGA,BOS
4,14,1458,-2,1656,16,MQ,4333,JFK,PIT
1,20,1726,-8,1837,-17,B6,74,JFK,BTV
12,29,2156,70,108,70,B6,329,JFK,RSW
8,15,1902,-8,2031,-25,EV,5038,LGA,BHM
5,13,2002,31,2249,33,EV,4204,EWR,OKC
7,18,655,-5,753,-14,US,2163,LGA,DCA
8,30,1622,-3,1726,-24,MQ,3622,LGA,BNA
2,19,1925,-4,2148,-21,DL,1715,LGA,MSY
9,17,1527,-3,1711,-4,WN,1013,LGA,STL
6,14,1841,6,2022,12,MQ,3674,LGA,CLE
7,20,34,35,425,45,B6,839,JFK,BQN
2,22,1236,-9,1337,-13,AA,1850,JFK,BOS
5,21,2215,51,16,71,EV,4672,EWR,STL
10,20,1431,-5,1603,-7,UA,460,EWR,CLE
1,13,1317,-3,1636,-14,VX,411,JFK,LAX
7,7,1727,-3,1853,5,B6,2580,EWR,BOS
3,4,1952,82,2138,83,MQ,4674,LGA,CLE
12,22,2239,73,2330,53,UA,1066,EWR,BOS
3,27,1948,-7,2113,-18,9E,4127,JFK,IAD
9,14,2058,-9,47,-21,UA,1071,EWR,BQN
6,13,1036,1,1500,70,AA,1879,LGA,MIA
10,22,1208,23,1508,13,DL,1174,LGA,PBI
1,29,1551,-9,1757,-23,MQ,3985,JFK,CVG
12,28,737,22,1013,-2,UA,566,EWR,TPA
8,13,NA,NA,NA,NA,EV,4204,EWR,OKC
2,4,1526,26,1841,16,AA,1925,LGA,MIA
12,8,2151,81,2353,108,WN,3494,EWR,MDW
1,20,1454,-6,1649,-4,US,720,EWR,CLT
5,29,608,-2,818,9,DL,1919,LGA,MSP
6,25,701,1,952,-14,DL,2003,LGA,MIA
11,3,724,-6,820,-16,US,1736,LGA,PHL
4,23,911,-4,1302,30,DL,2379,LGA,FLL
10,22,902,-10,1009,-16,B6,208,JFK,PWM
6,25,1602,32,1903,23,DL,1935,LGA,TPA
12,24,1813,8,1923,-7,WN,1710,EWR,MDW
7,15,750,-5,851,-39,AA,309,LGA,ORD
11,16,1839,9,2137,-18,DL,442,JFK,SEA
6,5,715,0,905,-7,DL,831,LGA,DTW
11,26,657,-4,821,-10,B6,2702,JFK,BUF
4,16,1035,5,1146,-11,EV,4360,EWR,PIT
4,14,902,-8,1054,-16,MQ,4582,LGA,CLT
2,19,2128,28,2237,2,WN,519,LGA,MDW
6,22,2006,-1,2226,-33,B6,1505,JFK,ABQ
10,22,1615,0,1816,-8,DL,1619,LGA,MSP
12,8,1241,6,1358,7,9E,3340,LGA,SYR
6,30,1932,67,2148,79,DL,1715,LGA,MSY
8,13,1708,9,1931,12,DL,2042,EWR,ATL
4,9,1106,-9,1403,-7,AA,739,LGA,DFW
12,27,1130,0,1444,9,AA,1623,EWR,MIA
11,19,1332,-8,1638,-14,DL,1779,LGA,FLL
6,18,2119,154,2235,125,AA,359,LGA,ORD
4,17,1258,-2,1540,-16,DL,1685,LGA,MCO
9,27,2000,-1,2228,-21,B6,1083,JFK,MCO
11,12,1214,-1,1512,-38,UA,1227,EWR,PHX
3,31,1714,-6,1849,-16,MQ,4479,LGA,RDU
11,17,857,-3,1012,-11,US,2173,LGA,DCA
12,14,2149,199,129,278,9E,2954,JFK,CHS
8,27,1118,5,1332,-16,B6,127,EWR,MCO
4,30,1348,-11,1533,-21,MQ,4577,LGA,CLT
1,8,1734,-11,2020,0,MQ,4413,LGA,XNA
11,25,1041,-9,1221,-4,UA,775,EWR,ORD
7,28,907,-8,1056,-19,MQ,3565,LGA,CLT
8,5,1918,12,2056,24,UA,1116,EWR,BOS
6,21,1249,-6,1356,-6,B6,1318,JFK,BOS
9,23,605,0,717,-17,UA,1622,EWR,ORD
1,18,1818,-2,2046,-29,B6,711,JFK,LAS
1,9,1504,-6,1703,-7,MQ,4579,LGA,CLT
11,26,650,20,931,30,DL,479,JFK,ATL
8,26,1457,2,1849,-16,AA,1635,JFK,SJU
12,10,1515,90,1805,85,UA,1611,EWR,IAH
5,11,1545,-5,1941,41,AA,763,LGA,DFW
2,27,1628,93,1936,99,B6,141,JFK,PBI
2,16,855,22,1133,2,UA,336,EWR,BZN
4,15,1336,16,1709,-1,B6,705,JFK,SJU
6,4,626,-4,849,19,MQ,4576,LGA,CLT
8,24,727,-3,1003,-28,DL,1771,JFK,SEA
8,28,2151,36,2355,6,DL,1729,JFK,LAS
4,6,629,-3,735,-10,B6,1305,JFK,IAD
7,8,1837,218,2131,277,EV,4118,EWR,DTW
8,28,752,-8,1015,-7,UA,561,LGA,DEN
7,15,1841,1,2150,1,UA,1684,EWR,MIA
8,29,1058,-2,1212,-11,UA,798,EWR,ORD
3,16,1123,-2,1324,-1,EV,5277,EWR,MSP
1,1,1915,11,2242,-4,UA,1606,EWR,SFO
1,20,1710,-5,2021,-19,DL,503,JFK,SAN
4,18,1946,91,2121,86,MQ,3730,EWR,ORD
4,13,1421,-9,1517,-23,EV,4434,EWR,MHT
3,22,2303,8,9,12,B6,1018,JFK,BOS
6,30,NA,NA,NA,NA,9E,3476,JFK,DTW
5,9,816,-4,1110,0,DL,1959,JFK,MCO
8,31,1522,-7,1826,-25,DL,2280,JFK,FLL
8,25,1513,20,1659,7,EV,4213,EWR,CHS
1,22,1745,0,2113,-4,DL,1394,JFK,PDX
3,25,1207,-8,1530,14,B6,625,JFK,HOU
11,2,1910,0,2149,1,DL,1729,JFK,LAS
11,28,855,-5,1028,5,US,2173,LGA,DCA
4,18,1758,-2,1912,-7,US,2138,LGA,BOS
6,23,1625,-5,1857,-33,AA,881,JFK,DFW
3,26,902,2,1217,9,UA,1170,EWR,FLL
10,25,554,-6,904,13,UA,407,EWR,TPA
6,8,644,0,848,-25,UA,1074,EWR,LAS
6,26,1817,68,2245,171,B6,327,EWR,MCO
10,23,827,10,1206,39,B6,929,JFK,RSW
12,22,1639,28,1949,34,B6,753,JFK,PBI
8,11,558,13,934,13,B6,939,JFK,BQN
5,24,1601,61,1709,47,US,2179,LGA,DCA
12,1,826,-4,933,-10,UA,994,EWR,BOS
2,7,659,-6,1005,-10,WN,3483,EWR,HOU
2,8,NA,NA,NA,NA,AA,371,LGA,ORD
11,5,1653,-2,2024,9,VX,413,JFK,LAX
9,30,1004,-6,1248,8,MQ,3644,LGA,ATL
9,30,2047,-12,2222,-33,EV,4368,EWR,DAY
2,23,1456,-4,1604,-4,US,2132,LGA,BOS
4,26,956,-4,1257,-37,DL,1765,JFK,SFO
10,4,639,-6,908,-30,B6,525,JFK,TPA
11,10,1917,-3,2127,16,9E,2931,JFK,PIT
5,28,1848,-7,2008,-33,EV,5562,LGA,BGR
7,29,625,-5,853,-7,EV,4137,EWR,ATL
10,9,1345,0,1537,17,MQ,3305,LGA,RDU
1,25,2017,-3,2306,21,MQ,4662,LGA,ATL
6,6,755,-5,950,-8,B6,1273,JFK,CHS
8,24,651,-9,907,-22,DL,1547,LGA,ATL
8,5,1426,-4,1737,-17,UA,1621,EWR,SFO
6,26,1859,-6,2047,-16,9E,3383,JFK,PIT
6,22,1233,23,1348,-2,AA,329,LGA,ORD
7,30,620,0,828,-15,DL,1743,JFK,ATL
12,22,1811,112,2101,90,UA,374,EWR,RSW
11,5,633,-4,914,-15,UA,377,EWR,MCO
2,7,852,-5,1154,-15,UA,714,EWR,MIA
10,6,958,3,1108,-2,B6,586,JFK,ROC
8,26,527,-3,744,-17,UA,1545,EWR,IAH
5,27,1057,-3,1239,-28,DL,1031,LGA,DTW
10,20,1600,0,1902,3,DL,2459,JFK,MCO
12,23,58,59,550,70,B6,1503,JFK,SJU
9,26,814,-3,1110,-17,B6,929,JFK,RSW
11,10,1529,-1,1754,1,DL,1942,EWR,ATL
3,9,1750,-5,2035,-39,B6,675,JFK,LAX
9,19,1825,130,2027,124,EV,3849,EWR,CVG
5,27,1545,5,1704,16,US,1607,LGA,PHL
12,6,1626,-4,2041,30,US,629,JFK,PHX
12,7,1049,-1,1400,-10,AA,1687,JFK,MIA
11,11,1356,-3,1605,35,UA,643,EWR,ORD
1,13,1620,32,1842,12,DL,95,JFK,ATL
12,22,2113,33,2251,13,9E,3445,LGA,RDU
6,30,1809,99,2143,104,VX,27,JFK,SFO
3,8,932,86,1147,148,B6,1172,EWR,BOS
3,26,1441,-5,1732,-12,UA,1122,EWR,PBI
9,26,1540,0,1851,-10,DL,2280,JFK,FLL
12,4,2043,48,2232,22,DL,2131,LGA,DTW
1,28,2014,14,2141,2,UA,1574,EWR,CLE
10,10,1913,18,2106,7,US,2039,LGA,CLT
7,4,1711,46,1830,15,MQ,3411,LGA,RDU
7,8,742,-3,902,-13,UA,1253,EWR,ORD
10,27,1055,-5,1353,-22,DL,2098,LGA,MIA
6,7,1704,-1,1857,-30,UA,509,LGA,DEN
3,3,2107,12,16,17,UA,1299,EWR,RSW
2,11,1705,-5,2012,-24,UA,1178,EWR,SFO
9,10,2206,141,2328,102,EV,5306,LGA,GSO
8,2,1310,15,1542,1,UA,1641,EWR,MCO
7,21,2214,164,2337,168,EV,5714,JFK,IAD
8,5,1253,-7,1403,-6,US,2148,LGA,BOS
4,23,850,-10,1111,-4,DL,181,LGA,DTW
5,4,555,-5,845,-45,UA,303,JFK,SFO
8,19,717,-3,810,-21,EV,4565,EWR,ALB
1,21,1916,-4,2240,-6,DL,83,JFK,FLL
4,17,1559,-1,1940,6,DL,1461,JFK,LAX
1,25,NA,NA,NA,NA,9E,3798,JFK,CLT
9,13,1333,4,1536,27,AA,331,LGA,ORD
11,26,1833,138,2154,182,DL,843,JFK,ATL
4,25,2013,13,2309,24,DL,1147,LGA,ATL
3,1,1825,10,2012,-40,DL,884,LGA,DEN
6,14,2240,130,2356,120,9E,4191,JFK,PHL
3,24,1028,28,1254,33,EV,4269,EWR,SAV
6,14,1605,0,1803,-17,9E,3392,JFK,RDU
10,11,1359,44,1540,27,EV,5395,LGA,CMH
2,16,608,-7,815,-13,US,1567,LGA,CLT
12,3,1520,5,1722,2,MQ,2793,JFK,CMH
9,22,1350,-2,1449,-4,EV,4629,EWR,MHT
11,7,1153,-2,1401,-24,UA,586,EWR,DEN
10,29,1541,-4,1933,-11,DL,689,JFK,SJU
6,16,1611,-7,1734,-11,YV,3771,LGA,IAD
5,5,701,1,813,-17,UA,1497,LGA,ORD
6,13,NA,NA,NA,NA,US,2185,LGA,DCA
7,11,904,-1,1224,-1,DL,874,LGA,MIA
4,18,806,-4,1113,-10,DL,1271,JFK,FLL
12,21,656,-4,830,-20,AA,305,LGA,ORD
8,24,1241,11,1540,-15,DL,2098,LGA,MIA
7,13,1656,1,1918,-32,AA,1507,EWR,DFW
8,16,2006,-1,2220,-39,B6,1505,JFK,ABQ
12,20,904,-1,1004,-20,B6,208,JFK,PWM
5,4,1253,-6,1502,6,US,1040,LGA,CLT
1,29,1548,-2,1808,-18,9E,3427,JFK,IND
7,23,1809,160,2105,145,UA,1151,EWR,SEA
10,8,1739,16,1946,0,UA,1635,EWR,PHX
7,29,1009,10,1253,28,B6,411,JFK,LAS
6,10,1709,14,2022,17,VX,413,JFK,LAX
4,28,753,-2,942,-7,US,1733,LGA,CLT
3,11,2230,90,15,85,MQ,4584,LGA,CLT
5,16,1823,3,2050,2,9E,3542,JFK,MSP
6,29,759,-1,1006,-11,9E,3507,JFK,MSY
5,24,1142,6,1232,-2,EV,3830,EWR,PVD
4,17,1748,-12,2002,-23,MQ,4413,LGA,XNA
6,21,1108,3,1258,-16,DL,1031,LGA,DTW
6,23,937,11,1117,-15,EV,4380,EWR,MSP
11,27,827,-3,1008,-22,MQ,3407,LGA,CMH
12,25,1748,-12,1919,-16,MQ,3486,LGA,BNA
3,14,1940,-5,2138,-2,EV,5594,LGA,GSO
1,1,745,0,1135,10,AA,59,JFK,SFO
10,25,806,1,1111,3,DL,2395,LGA,PBI
10,25,714,4,909,-2,EV,4155,EWR,GRR
2,21,928,8,1031,4,B6,1004,JFK,BOS
6,5,1409,10,1600,6,MQ,4577,LGA,CLT
5,19,2312,137,13,108,WN,1731,LGA,MDW
7,3,854,-6,1157,-9,B6,5,EWR,FLL
9,25,2204,5,2259,-7,EV,3842,EWR,MHT
5,16,643,-10,855,-4,EV,4535,EWR,MSP
12,27,1723,-2,1829,-16,AA,256,JFK,BOS
12,12,855,-4,1143,-3,DL,1747,LGA,ATL
6,23,1632,2,1932,-1,B6,89,JFK,SAN
9,11,828,-10,1013,-8,EV,4711,EWR,STL
7,26,1241,11,1432,13,EV,5796,EWR,CLT
7,21,2227,88,43,81,DL,1247,LGA,ATL
9,15,716,-9,802,-20,EV,6062,EWR,BDL
10,22,728,-7,1010,-30,DL,183,JFK,SEA
11,16,1311,-4,1449,-17,US,802,EWR,CLT
4,15,949,-6,1125,-15,AA,319,LGA,ORD
6,21,1842,-3,2035,-45,DL,245,JFK,PHX
6,15,753,-3,914,-17,B6,1103,JFK,RDU
5,16,1410,15,1614,-1,WN,1638,EWR,PHX
9,5,950,-9,1132,-35,US,2054,LGA,CLT
12,5,1939,59,2113,48,9E,2908,JFK,BUF
12,21,2003,2,2309,5,B6,65,JFK,ABQ
8,24,1434,-1,1719,-36,DL,161,JFK,SEA
9,6,1922,82,2218,60,DL,2139,LGA,MIA
4,1,1703,3,1837,16,US,2183,LGA,DCA
6,5,1141,-4,1348,-12,DL,401,EWR,ATL
5,21,2135,65,2306,49,B6,917,JFK,ORD
3,27,1054,-6,1350,-20,AA,739,LGA,DFW
10,17,1711,11,1958,0,DL,1585,LGA,MCO
3,15,1343,-2,1642,-13,B6,209,JFK,LGB
6,4,1339,-1,1513,3,WN,427,LGA,MDW
2,16,1019,-1,1256,-34,AA,731,LGA,DFW
2,12,753,-6,958,-13,US,1733,LGA,CLT
12,27,624,9,743,-8,UA,1044,EWR,ORD
8,21,1656,-3,1952,24,UA,485,EWR,DEN
3,18,2136,155,2330,189,EV,4131,EWR,RIC
7,31,727,2,839,-6,WN,463,EWR,BNA
3,17,2045,5,2154,6,B6,1178,EWR,BOS
7,13,1902,-3,2108,6,9E,3433,JFK,PIT
9,14,1623,24,1757,7,EV,3846,EWR,AVL
4,23,626,-4,732,-21,UA,439,EWR,BOS
2,21,1039,-11,1300,10,MQ,4589,LGA,DTW
12,30,1623,-6,1953,6,DL,2595,JFK,PDX
7,30,816,21,1010,15,MQ,3478,LGA,DTW
2,15,1000,-10,1119,-21,MQ,3795,EWR,ORD
11,25,1555,0,1802,-4,EV,4576,EWR,GRR
1,17,1631,-4,1949,-12,US,656,EWR,PHX
5,21,2240,41,2356,43,EV,3813,EWR,BTV
4,7,1309,-6,1444,-17,US,1613,EWR,CLT
9,16,1201,-4,1439,-12,UA,1421,EWR,IAH
9,22,1500,0,1809,-6,AA,2297,LGA,MIA
8,10,1644,14,1924,-6,AA,881,JFK,DFW
7,5,1424,-7,1539,-26,EV,5713,LGA,IAD
12,17,1528,13,1731,11,MQ,2793,JFK,CMH
5,9,712,-2,819,-11,UA,551,EWR,BOS
2,16,1524,-1,1649,-6,MQ,3823,JFK,DCA
11,9,1838,-7,2014,-15,9E,2908,JFK,BUF
5,18,1534,288,1639,259,UA,995,EWR,ORD
1,26,1129,-1,1410,-12,UA,1690,EWR,MCO
2,21,909,79,1129,85,DL,2119,LGA,MSP
8,27,717,-9,953,-56,UA,207,EWR,SFO
4,20,1552,-5,1748,-4,9E,3523,JFK,ORD
5,16,933,-2,1157,-11,EV,4140,EWR,ATL
4,5,1708,-7,1920,20,AA,2019,LGA,STL
11,19,1812,7,2113,14,UA,1637,EWR,TPA
11,25,1019,-6,1328,-12,AA,1131,LGA,DFW
5,22,1006,11,1353,43,AA,1871,LGA,MIA
1,31,732,62,952,65,EV,4419,EWR,IND
7,30,1729,9,2002,-9,UA,1109,EWR,MCO
6,24,1351,70,1633,54,UA,1186,EWR,MIA
1,27,1249,-1,1510,-10,WN,390,LGA,DEN
10,21,730,0,1037,-23,VX,11,JFK,SFO
9,17,827,-3,1046,-9,UA,447,EWR,PHX
7,8,807,22,915,10,WN,3841,EWR,MDW
2,1,1026,-4,1336,-19,AA,179,JFK,SFO
5,13,2243,-2,2350,-7,B6,22,JFK,SYR
11,13,920,-10,1227,6,B6,199,LGA,MCO
3,4,1150,15,1459,10,DL,2044,LGA,MIA
1,1,1459,-2,1651,0,EV,5675,EWR,CMH
6,12,1439,19,1621,1,MQ,3588,LGA,MSP
8,18,1546,6,1741,-6,9E,4078,JFK,CMH
3,7,1030,0,1316,-24,AA,19,JFK,LAX
6,9,1620,35,1920,4,DL,1773,JFK,SLC
2,22,700,0,1016,-9,WN,20,EWR,HOU
9,21,822,-3,1014,-11,MQ,3478,LGA,DTW
9,13,1951,4,2244,-6,B6,201,JFK,FLL
11,2,1551,-9,1842,-25,B6,1117,LGA,TPA
4,12,NA,NA,NA,NA,EV,3847,EWR,CVG
10,6,1025,185,1206,167,DL,831,LGA,DTW
4,24,2001,111,2141,101,MQ,4626,LGA,CMH
7,8,1209,9,1314,4,WN,654,EWR,MDW
7,5,1444,-1,1706,-14,B6,477,JFK,JAX
8,6,633,3,918,-6,B6,929,JFK,RSW
10,10,1048,-2,1256,6,MQ,3689,LGA,DTW
7,20,1050,9,1214,17,EV,4510,EWR,MKE
10,5,1058,-7,1302,-29,UA,405,LGA,DEN
9,5,1711,11,1934,-21,WN,3928,EWR,HOU
2,15,1150,-4,1442,-5,B6,27,JFK,TPA
7,28,1151,-4,1403,-17,WN,1836,LGA,DEN
12,9,2232,202,230,213,DL,460,JFK,PHX
1,9,640,-5,750,-18,B6,102,JFK,BUF
3,7,1557,-3,NA,NA,EV,4357,EWR,MSY
2,2,554,-6,744,-15,DL,731,LGA,DTW
2,26,1000,0,1228,7,EV,3810,EWR,SAV
10,30,2053,-6,2337,-21,UA,1416,EWR,MCO
3,25,918,-7,1043,-4,B6,108,JFK,BUF
1,1,1527,-6,1836,-21,B6,137,JFK,RSW
10,4,1233,33,1344,32,DL,2451,JFK,BOS
4,2,959,-1,1210,-24,DL,1847,LGA,ATL
7,25,818,23,948,18,AA,309,LGA,ORD
11,29,2135,-4,2257,-5,B6,702,JFK,BUF
12,10,1821,71,2030,79,B6,1119,JFK,CLT
4,14,1459,4,1826,6,AA,1769,JFK,MIA
11,28,952,-3,1224,-6,MQ,3644,LGA,ATL
1,28,1256,86,1443,88,WN,145,EWR,STL
10,23,1045,-8,1213,-15,EV,3828,EWR,RDU
11,6,932,4,1220,-25,UA,1401,EWR,MIA
6,20,1944,-11,2146,1,MQ,3374,JFK,RDU
2,24,1158,-7,1457,-14,B6,133,JFK,RSW
3,4,655,-5,952,-19,UA,1525,EWR,RSW
8,20,1725,-4,1921,-8,EV,4581,EWR,CMH
10,15,956,-4,1114,-16,EV,5736,LGA,IAD
4,13,704,-1,936,7,EV,4386,EWR,ATL
5,23,1804,9,2124,9,DL,1394,JFK,PDX
3,5,626,-3,849,0,DL,575,EWR,ATL
10,10,1223,-6,1435,-23,UA,352,EWR,LAS
5,2,1543,-2,1752,-20,DL,1705,LGA,MSY
11,1,1815,75,2059,79,DL,1499,LGA,ATL
1,13,1710,3,1824,9,EV,4373,EWR,DCA
6,2,916,-9,1052,-18,AA,1855,LGA,STL
7,18,653,-7,800,-6,US,2116,LGA,BOS
10,12,1122,-6,1220,-10,B6,2380,EWR,BOS
5,25,2011,-4,2258,-10,B6,43,JFK,MCO
1,14,1157,-8,1543,23,AA,743,LGA,DFW
12,29,1157,-3,1259,-5,B6,2380,EWR,BOS
2,2,2009,-6,2110,-20,AA,1762,JFK,BOS
8,22,2037,75,2147,51,UA,1703,EWR,BOS
6,30,920,20,1141,8,UA,367,EWR,LAS
1,30,NA,NA,NA,NA,DL,1619,LGA,MSP
12,25,1943,13,2258,4,DL,2537,JFK,SLC
2,14,1853,-2,2211,1,DL,2391,JFK,TPA
3,29,910,0,1319,8,UA,1519,EWR,STT
2,23,548,-12,651,-17,B6,380,EWR,BOS
5,31,1558,-2,1806,-40,DL,1621,JFK,DEN
5,4,1006,-9,1142,-23,US,1639,EWR,CLT
12,25,1202,-3,1328,-2,WN,4490,EWR,MDW
6,29,NA,NA,NA,NA,EV,5559,EWR,DTW
4,3,1253,-7,1503,-2,9E,3867,EWR,CVG
11,20,2038,-10,2244,-35,EV,4512,EWR,MSY
6,21,740,10,1015,5,B6,683,JFK,MCO
4,20,1013,103,1137,80,9E,3521,JFK,ORD
11,24,725,-5,836,0,US,1736,LGA,PHL
5,22,1300,0,1538,-32,VX,165,EWR,LAX
3,4,840,-5,1044,-13,US,1429,LGA,CLT
8,4,1728,-2,2007,16,F9,837,LGA,DEN
10,6,1518,-2,1747,-31,UA,1600,EWR,LAX
1,6,1732,2,2020,16,FL,623,LGA,ATL
5,29,644,15,814,8,UA,1483,EWR,CLE
6,4,1258,8,1405,-3,EV,4104,EWR,BNA
2,19,822,2,1119,-14,DL,2395,LGA,PBI
1,30,1439,-6,1725,-20,B6,153,JFK,MCO
4,6,810,-5,1048,5,DL,914,LGA,DEN
6,24,925,0,1234,14,VX,407,JFK,LAX
2,12,630,-1,729,-11,B6,1002,JFK,BOS
7,22,1314,14,1436,11,UA,1734,EWR,ORD
8,15,2012,0,2307,-13,UA,1123,EWR,SEA
8,18,1005,-2,1231,-24,UA,1412,EWR,LAX
10,13,702,-8,950,-35,AA,1345,JFK,MIA
8,20,1553,23,1750,-5,MQ,3202,JFK,IND
3,25,1707,37,1854,21,B6,1085,JFK,CLT
6,30,632,7,756,-9,WN,526,LGA,STL
9,23,2049,128,2204,114,B6,2202,JFK,BUF
10,8,806,-4,1059,-12,DL,1167,JFK,TPA
9,16,1115,0,1410,2,DL,1275,JFK,SLC
